1900.00  -0.0072169   0.0476690
1900.05  -0.0072561   0.0478738
1900.10  -0.0072962   0.0480790
1900.15  -0.0073373   0.0482844
1900.20  -0.0073794   0.0484902
1900.25  -0.0074225   0.0486963
1900.30  -0.0074666   0.0489026
1900.35  -0.0075116   0.0491093
1900.40  -0.0075577   0.0493161
1900.45  -0.0076048   0.0495233
1900.50  -0.0076529   0.0497307
1900.55  -0.0077020   0.0499383
1900.60  -0.0077522   0.0501461
1900.65  -0.0078034   0.0503541
1900.70  -0.0078557   0.0505624
1900.75  -0.0079090   0.0507708
1900.80  -0.0079633   0.0509794
1900.85  -0.0080187   0.0511882
1900.90  -0.0080752   0.0513971
1900.95  -0.0081327   0.0516062
1901.00  -0.0081913   0.0518154
1901.05  -0.0082510   0.0520247
1901.10  -0.0083117   0.0522342
1901.15  -0.0083735   0.0524437
1901.20  -0.0084364   0.0526534
1901.25  -0.0085004   0.0528632
1901.30  -0.0085655   0.0530730
1901.35  -0.0086316   0.0532829
1901.40  -0.0086988   0.0534928
1901.45  -0.0087672   0.0537029
1901.50  -0.0088366   0.0539129
1901.55  -0.0089070   0.0541230
1901.60  -0.0089786   0.0543331
1901.65  -0.0090513   0.0545432
1901.70  -0.0091250   0.0547534
1901.75  -0.0091998   0.0549635
1901.80  -0.0092758   0.0551736
1901.85  -0.0093527   0.0553837
1901.90  -0.0094308   0.0555938
1901.95  -0.0095099   0.0558039
1902.00  -0.0095901   0.0560139
1902.05  -0.0096714   0.0562239
1902.10  -0.0097537   0.0564339
1902.15  -0.0098370   0.0566438
1902.20  -0.0099215   0.0568536
1902.25  -0.0100069   0.0570634
1902.30  -0.0100934   0.0572731
1902.35  -0.0101809   0.0574827
1902.40  -0.0102694   0.0576922
1902.45  -0.0103590   0.0579017
1902.50  -0.0104495   0.0581111
1902.55  -0.0105410   0.0583204
1902.60  -0.0106335   0.0585296
1902.65  -0.0107270   0.0587387
1902.70  -0.0108214   0.0589478
1902.75  -0.0109168   0.0591567
1902.80  -0.0110131   0.0593656
1902.85  -0.0111104   0.0595743
1902.90  -0.0112085   0.0597830
1902.95  -0.0113075   0.0599916
1903.00  -0.0114074   0.0602000
1903.05  -0.0115082   0.0604084
1903.10  -0.0116098   0.0606167
1903.15  -0.0117123   0.0608249
1903.20  -0.0118156   0.0610331
1903.25  -0.0119196   0.0612411
1903.30  -0.0120244   0.0614491
1903.35  -0.0121300   0.0616570
1903.40  -0.0122364   0.0618649
1903.45  -0.0123434   0.0620727
1903.50  -0.0124512   0.0622804
1903.55  -0.0125596   0.0624881
1903.60  -0.0126686   0.0626958
1903.65  -0.0127783   0.0629034
1903.70  -0.0128886   0.0631110
1903.75  -0.0129995   0.0633186
1903.80  -0.0131110   0.0635262
1903.85  -0.0132229   0.0637338
1903.90  -0.0133354   0.0639414
1903.95  -0.0134484   0.0641491
1904.00  -0.0135618   0.0643568
1904.05  -0.0136756   0.0645645
1904.10  -0.0137898   0.0647723
1904.15  -0.0139044   0.0649802
1904.20  -0.0140194   0.0651882
1904.25  -0.0141346   0.0653963
1904.30  -0.0142502   0.0656044
1904.35  -0.0143659   0.0658128
1904.40  -0.0144819   0.0660213
1904.45  -0.0145981   0.0662299
1904.50  -0.0147144   0.0664387
1904.55  -0.0148309   0.0666477
1904.60  -0.0149474   0.0668570
1904.65  -0.0150640   0.0670664
1904.70  -0.0151806   0.0672761
1904.75  -0.0152972   0.0674861
1904.80  -0.0154137   0.0676964
1904.85  -0.0155302   0.0679069
1904.90  -0.0156465   0.0681178
1904.95  -0.0157627   0.0683290
1905.00  -0.0158787   0.0685406
1905.05  -0.0159944   0.0687526
1905.10  -0.0161099   0.0689649
1905.15  -0.0162251   0.0691777
1905.20  -0.0163399   0.0693909
1905.25  -0.0164544   0.0696045
1905.30  -0.0165684   0.0698187
1905.35  -0.0166820   0.0700333
1905.40  -0.0167951   0.0702484
1905.45  -0.0169077   0.0704641
1905.50  -0.0170197   0.0706803
1905.55  -0.0171311   0.0708971
1905.60  -0.0172418   0.0711145
1905.65  -0.0173519   0.0713325
1905.70  -0.0174612   0.0715512
1905.75  -0.0175698   0.0717705
1905.80  -0.0176776   0.0719904
1905.85  -0.0177845   0.0722111
1905.90  -0.0178906   0.0724324
1905.95  -0.0179958   0.0726544
1906.00  -0.0181000   0.0728772
1906.05  -0.0182032   0.0731008
1906.10  -0.0183054   0.0733251
1906.15  -0.0184066   0.0735502
1906.20  -0.0185066   0.0737761
1906.25  -0.0186055   0.0740028
1906.30  -0.0187033   0.0742303
1906.35  -0.0187998   0.0744587
1906.40  -0.0188951   0.0746879
1906.45  -0.0189891   0.0749180
1906.50  -0.0190818   0.0751489
1906.55  -0.0191732   0.0753807
1906.60  -0.0192632   0.0756134
1906.65  -0.0193517   0.0758471
1906.70  -0.0194389   0.0760816
1906.75  -0.0195245   0.0763170
1906.80  -0.0196087   0.0765533
1906.85  -0.0196913   0.0767906
1906.90  -0.0197723   0.0770288
1906.95  -0.0198517   0.0772678
1907.00  -0.0199295   0.0775079
1907.05  -0.0200057   0.0777488
1907.10  -0.0200802   0.0779906
1907.15  -0.0201529   0.0782334
1907.20  -0.0202240   0.0784771
1907.25  -0.0202932   0.0787217
1907.30  -0.0203607   0.0789671
1907.35  -0.0204264   0.0792135
1907.40  -0.0204902   0.0794607
1907.45  -0.0205522   0.0797089
1907.50  -0.0206123   0.0799578
1907.55  -0.0206705   0.0802076
1907.60  -0.0207267   0.0804582
1907.65  -0.0207811   0.0807097
1907.70  -0.0208335   0.0809619
1907.75  -0.0208839   0.0812149
1907.80  -0.0209323   0.0814686
1907.85  -0.0209788   0.0817231
1907.90  -0.0210232   0.0819783
1907.95  -0.0210656   0.0822341
1908.00  -0.0211059   0.0824906
1908.05  -0.0211442   0.0827477
1908.10  -0.0211804   0.0830054
1908.15  -0.0212145   0.0832636
1908.20  -0.0212466   0.0835224
1908.25  -0.0212765   0.0837816
1908.30  -0.0213044   0.0840414
1908.35  -0.0213302   0.0843015
1908.40  -0.0213538   0.0845620
1908.45  -0.0213753   0.0848228
1908.50  -0.0213947   0.0850840
1908.55  -0.0214120   0.0853453
1908.60  -0.0214272   0.0856069
1908.65  -0.0214402   0.0858687
1908.70  -0.0214511   0.0861306
1908.75  -0.0214599   0.0863925
1908.80  -0.0214666   0.0866544
1908.85  -0.0214711   0.0869163
1908.90  -0.0214736   0.0871782
1908.95  -0.0214739   0.0874399
1909.00  -0.0214721   0.0877013
1909.05  -0.0214682   0.0879626
1909.10  -0.0214622   0.0882235
1909.15  -0.0214542   0.0884841
1909.20  -0.0214440   0.0887443
1909.25  -0.0214318   0.0890039
1909.30  -0.0214176   0.0892631
1909.35  -0.0214012   0.0895216
1909.40  -0.0213829   0.0897795
1909.45  -0.0213625   0.0900367
1909.50  -0.0213401   0.0902930
